"Id","Category","Slug","Name","Original name","Production year","Episodes","Seasons","Duration","Description","Genres","Genres2","Genres3","Country","Age"
"8e656ef5-df34-496a-959c-40bb719a990f","1","vas-vyzyvaet-taimyr","Вас вызывает Таймыр","Taymir Calls You","1970",,,,,,"Комедия",,"1","6"
"8e6f6bcb-9be3-4b52-8d86-f9a034c5f086","1","putevoditel-po-lubvi","Путеводитель по любви","Sunny Side Up","2011",,,,,,"Комедия",,"2","16"
"8e7ed9cb-d89d-4112-9b43-d3dd5fb39129","1","voenno-polevoi-roman","Военно-полевой роман","Wartime Romance","1983",,,,,,"Мелодрама","Драма","1","12"
"8e895d1f-9828-4a5f-9715-3e5324763587","1","uzhin-uhd","Ужин UHD","The Dinner UHD","2017",,,,,"Драма",,"Триллер","2","18"
"8e91ffcf-1ea7-4311-92c6-9f58a71beece","1","kolombiana","Коломбиана","Colombiana","2011",,,,,,"Боевик","Триллер","2","16"
"8eb22c22-d3f2-4eb6-8930-386de56d08e7","1","loshad-skripka-i-nemnozhko-nervno","Лошадь, скрипка... и немножко нервно",,"1991",,,,,,,"Фантастика","1","16"
"8ec64ea0-1cfd-4f38-8645-2e35e3bc826d","1","voron","Ворон","The Raven","2011",,,,,,"Детектив","Триллер","2","16"
"8ed2e232-3d5c-4720-a600-12fbb0c72239","1","bogi-egipta","Боги Египта","Gods of Egypt","2016",,,,,"Приключения",,"Фантастика","2","16"
"8ed5b292-7b36-49ed-bd2d-da0a8381db84","1","agentstvo-mechta","Агентство «Мечта»",,"2008",,,,,"Детектив",,,"1","6"
"8ed602ec-9ae4-487b-a5c3-34764e12e84e","1","dazhe-u-yagnyat-est-zuby-uhd-hdr","Даже у ягнят есть зубы UHD HDR","Even Lambs Have Teeth UHD HDR","2015",,,,,,"Триллер","Ужасы","2","18"
"8edbc90c-64ad-4f88-9303-600563ef351b","1","zhili-byli-9f472a29-b93e-44a4-a84d-21f8325f7072","Жили-были",,"1977",,,,,"Драма",,,,"16"
"8ef3f9b3-ca75-4e97-ae62-88f1b2561aba","1","ded-moroz-vsegda-zvonit--trizhdy","Дед Мороз всегда звонит… трижды!","Father Frost always calls ... thrice!","2011",,,,,"Комедия",,,,"16"
"8f167480-15a4-402b-b53f-68b7753b795b","1","kozlik-i-ego-gore","Козлик и его горе","The Little Goat and his Grief","1976",,,,,,"Детям","Мультфильм","1","6"
"8f20b69b-ad3f-45f6-84f4-bf0f1049ff59","1","assa","Асса","Assa","1987",,,,,"Драма","Мелодрама","Криминал",,"16"
"8f37eb5c-8112-4d1c-b668-4d210aa2ef51","1","na-skeite-ot-smerti-c98a134f-d0e8-45e1-aeb0-775c1f269328","На скейте от смерти","Skate or Die","2008",,,,,,"Боевик",,"2","16"
"8f3cfad2-a0a7-4109-a192-015be25baf01","1","prizraki-goii","Призраки Гойи","Goya's Ghosts","2006",,,,,"Драма","Исторический",,,"12"
"8f41daed-6dd9-4b60-8929-dcbe59cca7e0","1","zakon-plemeni-ae95777f-82e7-4845-bb28-d3c5987973ef","Закон племени","The Tribe’s Rule","1982",,,,,,,"Мультфильм","1","12"
"8f4f1ec2-faac-4c86-99cf-aba92e484358","1","seichas-samoe-vremya","Сейчас самое время","Now Is Good","2012",,,,,"Мелодрама","Драма",,,"16"
"8f50e58a-e1bb-4f03-93eb-3bb0982c9a04","1","dezha-vu-bda18718-3110-49fa-a66c-0d185f572b41","Дежа вю","Deja vu","1988",,,,,"Комедия",,,"1","16"
"8f567684-3cba-46ed-ab51-ad887116c7bc","1","ne-vizhu-zla","Не вижу зла","See No Evil","2006",,,,,"Ужасы","Боевик","Триллер",,"18"
"8f68aed9-cdfb-4b3e-996d-7c3be888389b","1","volshebnoe-koltso-5582d639-6683-46a9-aa30-932d8eba84f7","Волшебное кольцо","A magic ring","1979",,,,,,,"Мультфильм","1","6"
"8f69c58c-76e3-442b-b630-2cf9db0f79b6","1","ohotnik-do-skazok-6fcf5f80-bb01-400a-be7a-cf4e5b79a19d","Охотник до сказок","Hunter se Příběhy","1984",,,,,,,"Мультфильм","1","6"
"8f71e6c3-8ff7-468b-acc5-8f651ad6120d","1","pover-vse-budet-horosho","Поверь все будет хорошо","Everything Will Be Fine","2012",,,,,"Мелодрама",,,,"16"
"8f72474a-58cd-4a6d-a818-06aa74f841bf","1","detki-naprokat-uhd","Детки напрокат UHD","Kids for rent UHD","2017",,,,,"Семейный","Комедия",,,"12"
"8f7999d9-c24f-4536-af9e-7f9e4b9c7aad","1","blizkie-uhd","Близкие UHD","Folks UHD","2017",,,,,"Драма",,,,"18"
"8f8aae89-8d09-433d-b23b-6f504d987b7f","1","domik-v-serdtse","Домик в сердце","The House in the Heart","2014",,,,,"Мелодрама","Семейный","Комедия",,"12"
"8f8bc711-9ae7-4f2e-87a3-7a57052dc637","1","okna","Окна",,"2009",,,,,"Мелодрама",,,,"12"
"8f8d5116-96f1-4642-9d57-b8765b8343ef","1","patsient-bez-imeni","Пациент без имени","P.J.","2008",,,,,"Драма","Триллер",,"2","16"
"8f98e862-da46-430f-9c8c-7b20886d9952","1","syn-chempiona","Сын чемпиона","Champion's Son","1979",,,,,,"Драма","Спорт","1","6"
"8f9b573f-ecec-4adf-8446-73af3c5ef0f9","1","robinzon-i-samolet-e47f872e-3a0f-4431-acdb-0fcaa55f71a7","Робинзон и самолет",,"1982",,,,,,,"Мультфильм","1","6"
"8f9d959a-46ce-4802-9bfe-131ce22d447d","1","slova","Слова","The Words","2012",,,,,"Мелодрама","Детектив","Драма",,"6"
"8fa18363-927e-43c0-9ab5-279e718ab452","1","slon","Слон","Elephant","2003",,,,,,"Драма",,"2","16"
"8fb3408e-62aa-4435-a3c1-a25d46d4585e","1","mu-mu-5ad1cd28-e98d-4849-9a52-59edf8d54c4a","Му-му","Mu-Mu","1987",,,,,,,"Мультфильм","1","12"
"8fb5354b-e67a-4b42-b4e9-66f468b1dc3a","1","prosti","Прости",,"1986",,,,,,"Драма","Мелодрама","1","12"
"8fc810c6-2537-4d9d-876d-ca793dc88768","1","zhizn-kabachka","Жизнь Кабачка","Ma vie de Courgette","2017",,,,,"Драма",,,"2","12"
"8fcd997b-78c5-42e5-b02a-9ff011c67dea","1","gomorra","Гоморра","Gomorra","2008",,,,,"Драма",,"Криминал","2","16"
"8fd41edb-ef98-4dca-8bf2-c2725c5657a1","1","korobka","Коробка","Le carton","2004",,,,,"Комедия",,,,"12"
"8fd47368-8741-4037-aca8-adf9788e8066","1","eti-raznye-raznye-raznye-litsa","Эти разные, разные, разные лица",,"1971",,,,,"Приключения","Комедия",,,"12"
"8fd6624a-9029-42dc-b142-23a976010377","1","anon-uhd","Анон UHD","Anon UHD","2018",,,,,,"Триллер","Фантастика","2","16"
"8fd91101-4753-4b7e-96d2-dad4c25ca6d9","1","krasnye-ogni","Красные огни","Red Lights","2012",,,,,,"Триллер","Драма","2","16"
"8fea9b9a-5ea7-4887-b3f0-501e135810d0","1","universalnyi-agent","Универсальный агент","Agent Red","2000",,,,,,"Боевик",,"2","18"
"8fee4866-64c8-422c-824f-dd466fe22c36","1","pyaty-element","Пяты элемент","The Fifth Element","1997",,,,,"Фантастика","Боевик","Комедия",,"16"
"8ff01ba6-4ef8-466e-b84a-cb34d28990a8","1","kak-hashim-byl-bolshim","Как Хашим был большим",,"1975",,,,,"Детям",,,,"0"
"90030175-eae1-4094-961d-35ec7e7fc234","1","partnery-po-zhizni","Партнеры по жизни","Life Partners","2014",,,,,,"Мелодрама","Комедия","2","16"
"900f8a61-472e-46a2-83a1-fc7147dc88fa","1","komnata-marvina","Комната Марвина","Marvin's Room","1996",,,,,"Драма",,,,"16"
"9037359e-942a-4972-95f6-7c7833b6c1f8","1","iskateli-prikluchenii","Искатели приключений","Les aventuriers","1967",,,,,"Драма","Приключения",,,"12"
"9038db2e-229e-4221-b9da-c44f076fa620","1","soldatka","Солдатка","Soldier Girl","1959",,,,,"Драма",,,"1","16"
"90414eec-3618-47eb-b9a0-d1162be87a7e","1","timur-i-ego-komanda","Тимур и его команда",,"1940",,,,,,"Приключения",,"1","6"
"90447b24-48f4-487e-ae44-2ea2a0d0ca20","1","vtoroe-dyhanie","Второе дыхание","Le deuxième souffle","2007",,,,,"Драма",,"Триллер","2","16"
"904b8a1a-e8cf-4ccd-ac0b-b9c0a3114ce0","1","yak-metelik-vivchav-zhittya","Як метелик вивчав життя","Как бабочка училась жизни","1997",,,,,,,"Мультфильм","1","12"
"904e6255-0e0c-47e0-8b84-d9ca1b59b1bf","1","printsessa-mononoke","Принцесса Мононоке","Mononoke-hime","1997",,,,,"Приключения","Фантастика","Мультфильм",,"12"
"90577d3e-f5df-4a40-85fc-a0db37799c5b","1","ryba-moei-mechty-d8a4c416-0f80-402e-b4f8-1bef616155b7","Рыба моей мечты","Salmon Fishing in the Yemen","2011",,,,,"Драма",,"Мелодрама","2","16"
"90624394-4235-4ede-bc51-352d04d601f3","1","skazka-o-glupom-muzhe-22cb9a48-3f61-40de-9a52-d86fc7d868ac","Сказка о глупом муже",,"1986",,,,,,,"Мультфильм","1","12"
"906944f4-7da8-4ad3-8a94-ef686e80386c","1","vynos-tela","Вынос тела","Removal of the Body","1992",,,,,"Драма",,,,"16"
"907e3283-1978-47c7-8150-5afa9f8dbb2e","1","prorochestvo-4-vosstanie","Пророчество 4: Восстание","The Prophecy: Uprising","2005",,,,,"Ужасы","Фантастика","Боевик",,"18"
"9087ab63-b86e-45b2-b1cf-223fbc45bf28","1","kislota","Кислота",,"2018",,,,,"Драма",,,,"18"
"908ca46b-94d4-496a-a07b-de6dacdbdaf0","1","otets-ponevole","Отец поневоле","A Father Beyond His Will","2013",,,,,"Мелодрама",,,,"12"
"908f55ab-c462-4393-838f-62217f7a3c84","1","tsarstvo-zelenoi-polyany","Царство зеленой поляны","Królestwo zielonej polany","1994",,,,,"Детям",,,"2","0"
"9091989c-0e7b-4b69-973c-dc4813f88690","1","sedaya-legenda","Седая легенда","The Grey Legend","1991",,,,,"Исторический","Приключения",,,"16"
"9091d9ef-9ff6-4d36-9064-36439ab60725","1","neznakomtsy-zhestokie-igry-uhd","Незнакомцы: Жестокие игры UHD","The Strangers: Prey at Night UHD","2018",,,,,,"Ужасы",,"2","18"
"90a129fa-f4d3-49b6-8570-faa1347435f9","1","devstvenniki-beregites","Девственники, берегитесь!","Love Bite","2012",,,,,,"Фантастика","Комедия","2","16"
"90a53443-4d9b-4cbb-b295-26955c111c0c","1","garold-i-kumar-uhodyat-v-otryv","Гарольд и Кумар уходят в отрыв","Harold & Kumar Go to White Castle","2004",,,,,"Комедия","Приключения",,,"16"
"90e66fe6-d147-4e15-8f56-a6164662005d","1","znakomye-litsa-66a92124-fe4c-4f4d-aa2f-0b16d75ce08d","Знакомые лица",,"1966",,,,,,,"Мультфильм","1","6"
"90ec4eee-00a0-4ccc-9963-4f836680f25e","1","vodovorot","Водоворот","Whirlpool","1983",,,,,"Драма",,,"1","12"
"90f1c79e-4ba1-4f1c-a021-480debd56157","1","pro-urodov-i-ludei","Про уродов и людей",,"1998",,,,,"Драма","Комедия",,,"16"
"90f9fa94-ef3d-445d-83c1-6077d3315356","1","sokrovischa-gosudarstva","Сокровища государства","Treasure State","2013",,,,,,"Приключения",,"2","12"
"90ff5dbb-4f67-4fc9-8c54-4fe53bac4d4b","1","den-vyborov-2-51c7e7ba-31c5-424e-87c0-753a9b29db87","День выборов 2",,"2015",,,,,"Комедия",,,,"12"
"910d5d2b-20f7-403f-b7f5-3323a7a2dde1","1","kit-i-kot","Кит и кот","The Whale and the Cat","1969",,,,,,"Детям","Мультфильм","1","0"
"9123bc72-8667-4225-bbfe-fa67c878bf90","1","meri-i-vedmin-tsvetok-uhd-hdr","Мэри и ведьмин цветок UHD HDR","Meari to majo no hana UHD HDR","2018",,,,,"Приключения",,"Фантастика","2","6"
"91253939-2b6c-4307-ba13-f179c7783846","1","devochka-i-slon-7150f139-3cba-4a26-bfe0-0d1791ff2b51","Девочка и слон","The girl and the elephant","1969",,,,,,,"Мультфильм","1","6"
"91258a2c-1192-4961-8685-9814b89a6fa9","1","zaschita-ot-duraka","Защита от дурака","Foolproof","2003",,,,,"Триллер","Боевик","Комедия",,"12"
"91320cac-cf70-4522-9512-594da6e01823","1","po-zovu-serdtsa","По зову сердца","At the call of the heart","1985",,,,,"Военные",,,"1","16"
"9135f299-b241-4ea8-94a6-cc7e1e367ba1","1","taina","Тайна","The Mistery","1963",,,,,,,"Приключения","1","12"
"9169bedb-5560-46a8-ba17-020cb76c10ef","1","strana-horoshih-detochek","Страна хороших деточек",,"2013",,,,,"Семейный",,,,"0"
"91704dde-4ed2-4426-baf5-f3bac367b0a7","1","vstrecha","Встреча","The Meeting","1984",,,,,,"Детям","Мультфильм","1","12"
"917d3f94-fcd0-4e30-b15b-1b252d58e171","1","den-vezeniya","День везения","A lucky day","1983",,,,,,,"Мультфильм","1","6"
"917fdc64-c812-4a52-b8f7-5305b940a26f","1","udar-esche-udar","Удар! Еще удар!",,"1968",,,,,,"Комедия","Спорт","1","16"
"91800406-5207-4e2d-8acf-6a7ce3e28872","1","ubiitsa-na-lestnitse","Убийца на лестнице","A Killer Upstairs","2005",,,,,"Триллер","Детектив",,,"12"
"918441f3-de94-452c-b6a8-b48c90549795","1","zmeelov","Змеелов","Snake Catcher","1985",,,,,,"Драма","Криминал","1","16"
"918a3beb-c024-45a7-be04-d578549d5421","1","vesyolye-kanikuly","«Весёлые» каникулы","Get the Gringo","2012",,,,,"Триллер","Драма","Криминал",,"16"
"918a5e58-d676-46e5-9967-a0af225dab24","1","lapta","Лапта",,"1988",,,,,"Драма",,,,"6"
"9192eff6-6fa9-483f-b41d-3552e117431f","1","nikto-ne-vyzhil","Никто не выжил","No One Lives","2012",,,,,"Ужасы","Триллер",,,"18"
"919d20dd-1937-4cf3-ac33-d530b71171d1","1","polet-dlinou-v-zhizn-989e9591-5457-49be-a93e-dcb743994fc8","Полет длиною в жизнь","Winged Creatures","2008",,,,,,"Драма","Криминал","2","16"
"919ec6d4-06c6-44ed-8fd7-81b10f8a9da8","1","lubovnyi-napitok--9","Любовный напиток №9","Love Potion No. 9","1992",,,,,"Комедия",,"Мелодрама","2","16"
"91a17a1c-50e8-4f10-a66f-9a4504055a49","1","nad-nami-uzhnyi-krest","Над нами Южный крест","The Southern Cross is above us","1965",,,,,"Драма",,,"1","12"
"91aff243-aab6-4b4c-92ae-459de5f44eda","1","sinyaya-mashina","Синяя машина","Blue Car","2002",,,,,"Драма",,,,"18"
"91bc4c5d-781d-471c-ba96-8f4a8e829f11","1","ya-obyavlyau-voinu","Я объявляю войну","I Declare War","2011",,,,,"Драма",,"Мелодрама","2","16"
"91be8e4e-411e-41f6-b2be-562f4115692a","1","tigrenok-na-podsolnuhe-f1560b2e-f16c-445d-9943-26204fbf9c2b","Тигренок на подсолнухе","The Little Tiger on the Sunflower","1981",,,,,,,"Мультфильм","1","6"
"91cd4c9d-00a7-4310-9bc8-20cee1f12dad","1","sluzhanka-c55af613-0a0c-407f-8ba7-faeb74a3df34","Служанка","Hanyo","2010",,,,,"Драма",,"Триллер","2","18"
"91f20d1e-11a1-44b2-91a2-cafa76ae81b2","1","dom-kotoryi-postroil-dzhek-09548bdf-0aa9-4554-9f52-ef94d54add0e","Дом, который построил Джек","The house that Jack built","1976",,,,,,,"Мультфильм","1","12"
"91f4160a-7930-4276-bf6a-89dc3595bb4e","1","yolki-900db27b-9004-4cc3-af0a-0eaf59cf5fd4","Елки",,"2010",,,,,"Комедия","Семейный",,,"12"
"91fe5b5a-1283-4f94-92d6-ca8dac812b16","1","dela-davno-minuvshih-dnei","Дела давно минувших дней",,"1972",,,,,,"Детектив","Криминал","1","12"
"9203d448-fce5-48b6-bfda-53e1379d0379","1","trubka-i-medved-feb33a6e-bc98-432a-8b1b-9b2a83b1e8e5","Трубка и медведь",,"1955",,,,,,,"Мультфильм","1","6"
"9206b342-0083-496c-be0e-8659b5c56cf9","1","vybory-vybory","Выборы-Выборы","Grassroots","2015",,,,,"Драма",,"Комедия","2","12"
"920a7f1e-a8cf-4a22-9587-70a91dca9a12","1","opasnyi-kvartal","Опасный квартал","The Son of No One","2011",,,,,,"Драма","Триллер","2","16"
"9216a39f-e3a4-47a4-95ca-45952fc1fe99","1","shanhai","Шанхай","Шанхай","1996",,,,,"Драма",,,,"0"
"921c9768-dfb5-447a-94d5-b7d7ce5fa139","1","malenkii-shego-7414a75f-bd87-4623-8142-13a08642e1de","Маленький Шего","Malé Sheha","1956",,,,,,,"Мультфильм","1","6"
"921d1fd1-b5da-4275-9ea4-876e54bddf7a","1","sredi-korshunov","Среди коршунов","Unter Geiern","1964",,,,,"Приключения",,,,"12"
"92332b66-2379-406a-aeff-edc4093a11a4","1","krovotochaschie-serdtsa-14636d11-c8d3-4064-9923-15dcce732836","Кровоточащие сердца","Bleeding Hearts","2015",,,,,,"Ужасы",,"2","18"
"923aebe9-1aed-4971-a9c2-835555c348a0","1","zolotoi-malchik-fb7d467a-69c5-4396-8ddb-37c5b1fb82ed","Золотой мальчик","Un ragazzo d'oro","2015",,,,,"Драма",,,"2","16"
"924bfa79-7668-4ccc-8703-064dd180a081","1","rieltory","Риэлторы","Риэлторлар","2011",,,,,"Приключения","Комедия","Фантастика",,"12"
"92540754-80b8-491a-a4f9-51a1908310ff","1","babushka-legkogo-povedeniya","Бабушка легкого поведения",,"2017",,,,,"Комедия",,,,"16"
"92597a1c-0cde-497c-b838-f0da83edabe0","1","shpion-po-sosedstvu-e9803477-0d2a-460d-8cd1-c1513e219d82","Шпион по соседству","The Spy Next Door","2009",,,,,,"Комедия","Боевик","2","6"
"9276812b-5c03-46d4-8894-559295277f75","1","uvelichitelnoe-steklo-c11193c5-5c8a-4f7a-bc0a-5adedfba835b","Увеличительное стекло",,"1983",,,,,,,"Мультфильм","1","6"
"92786c56-7677-4d61-af5b-65d1a6dd3b8d","1","banket-e7600d68-bdcf-4948-87e1-cde28bcbd767","Банкет","The banquet","1986",,,,,,,"Мультфильм","1","12"
"928a6637-60f7-4a49-a365-7d2e9917f5c6","1","noch-greshnikov","Ночь грешников","Night of the Sinner","1991",,,,,"Драма","Мелодрама",,,"12"
"928a6f7f-f759-4e5e-936c-d5a7cec6ae5c","1","ragainitis-muzik-i-bubesite","Рагайнитис, Музик и Бубесите","Ragainitis, Muziks un Bubesite","2003",,,,,"Мультфильм","Детям",,,"6"
"928f3fee-5fb0-4854-aea5-92c2c0c31629","1","skaz-pro-fedota-streltsa","Сказ про Федота-Стрельца","The Tale of Fedot the Strelets","2001",,,,,,"Комедия","Фантастика","1","12"
"929c0698-a221-433b-990d-a0cb0c26f13a","1","kak-verbluzhonok-i-oslik-v-shkolu-hodili-88b86384-316a-465e-8f8a-9306acf0db7a","Как верблюжонок и ослик в школу ходили","How the Camel and the Donkey Went to School","1975",,,,,,,"Мультфильм","1","6"
"92a44960-eac1-4c2a-9fb9-d8cb2e365100","1","antarktida","Антарктида","Antártida","1995",,,,,"Драма",,,"2","16"
"92a89071-b919-47fc-b754-45dff2d13d0c","1","slova-f41ad5e0-038c-42be-b951-15e5e3563d79","Слова","The Words","2012",,,,,"Драма",,"Мелодрама","2","12"
"92bf3c22-8c51-4217-96a9-d222be8da17d","1","evgenii-grishkovets-proschanie-s-bumagoi","Евгений Гришковец: Прощание с бумагой","Yevgeni Grishkovetz: A Farewell to Paper","2014",,,,,"Драма","Комедия",,,"12"
"92c0ffbc-14c3-43c4-ba9d-f88ad82cb3fb","1","pohischenie-uhd","Похищение UHD","Kidnap UHD","2017",,,,,,"Триллер",,"2","18"
"92c23780-52e6-4439-9066-dda88b8af926","1","sto-dnei-posle-detstva","Сто дней после детства","Hundred Days After Childhood","1975",,,,,,"Драма","Мелодрама","1","0"
"92d10f54-bb0d-40c0-808f-5cb7f1202340","1","smena-nachinaetsya-v-shest","Смена начинается в шесть","Shift Starts at Six","1958",,,,,"Драма",,,"1","6"
"92d25908-04bb-4b8f-a37e-3896288af523","1","ogni","Огни","Lights","1984",,,,,"Драма",,,"1","12"
"92d29dd4-7bde-4039-863d-03cc0a5f5900","1","komandir-korablya","Командир корабля","Captain","1955",,,,,,"Драма",,"1","12"
"92d6f659-f4e7-421c-83f2-183aa6dabcfc","1","lubov-dlya-bednyh","Любовь для бедных","Love for the Poor","2012",,,,,"Мелодрама",,,,"12"
"92e7dcc1-f39b-4e75-a5b8-90c364265b0c","1","artur-i-miniputy","Артур и минипуты","Arthur et les Minimoys","2006",,,,,"Приключения",,"Фантастика","2","6"
"92ebfed4-3fd6-44d2-98a0-2c2ede554273","1","spasti-santu","Спасти Санту","Save Santa","2013",,,,,,"Мультфильм",,"2","6"
"92f57156-d5ae-4858-8fcf-1889e7848884","1","vnezapnyi-vybros","Внезапный выброс","Unexpected blow","1983",,,,,,"Драма",,"1","16"
"92f5a04d-0b1e-4a46-b99b-ac2d0be2ad87","1","zheleznyi-volk","Железный Волк","Iron Wolf","1998",,,,,"Детям",,,,"6"
"92f8f546-18dd-4473-b83e-cdf8619bf8c0","1","glubokie-rodstvenniki","Глубокие родственники",,"1980",,,,,"Комедия",,,,"12"
"93304817-b7c0-4902-83d6-d83700539d03","1","zimnyaya-zhara","Зимняя жара","25 degrés en hiver","2004",,,,,"Драма",,"Комедия","2","16"
"9337ec6a-264e-478e-a530-a3b666814708","1","gazetchik","Газетчик","The Paperboy","2012",,,,,,"Триллер",,"2","18"
"933ed3bc-94f3-49eb-bfe4-babeed851bf4","1","hraniteli-seti","Хранители сети","Network Keepers","2010",,,,,,"Боевик","Фантастика","1","16"
"9347d735-183e-4146-9dd7-470813e9397f","1","nastoyaschie-zhenschiny-vsegda-v-tele","Настоящие женщины всегда в теле","Real Women Have Curves","2002",,,,,,"Драма","Комедия","2","12"
"934c6bb4-bc08-4219-831d-74e8549095b1","1","druzhba-osobogo-naznacheniya","Дружба особого назначения",,"2012",,,,,"Боевик",,,,"16"
"937bd635-9023-495b-892e-500089ac4eda","1","shalnye-dengi-stokgolmskii-nuar","Шальные деньги: Стокгольмский нуар","Snabba cash II","2012",,,,,,"Триллер","Боевик","2","18"
"939a602d-ca45-4a61-b471-40df44a66e09","1","rai-pod-tenu-sabel","Рай под тенью сабель","Heaven under the Shadow of Sabers","1992",,,,,"Исторический",,"Боевик","1","16"
"939d950e-4485-4c47-8570-1046bcb40241","1","vsem-spasibo","Всем - спасибо!..","Everyone - Thank You!..","1981",,,,,"Драма",,"Мелодрама","1","12"
"93a13812-0953-440c-9dde-97a0d2614f30","1","vozrast-trevog","Возраст тревог",,"1972",,,,,"Драма",,,,"12"
"93bf5993-4da2-4984-91eb-1809a84f0d23","1","artist-iz-kohanovki","Артист из Кохановки","Artist from Kokhanivka","1961",,,,,,"Комедия","Мелодрама","1","12"
"93e5e95d-03a3-40fa-a5a5-02b76993db2e","1","zhivaya-igrushka-91401213-6db0-4379-8c19-062be3765d98","Живая игрушка",,"1982",,,,,,,"Мультфильм","1","6"
"93ed423e-91ec-400a-b0ba-72eef1073490","1","fantik-036316bd-40ae-4948-a411-4159a95db8a0","Фантик","Fantik","1975",,,,,,,"Мультфильм","1","0"
"93f569e2-1a44-426c-9a19-55bf065fb3e9","1","ploddi-supergeroi","Плодди супергерой","Pelle Politibil går i vannet","2009",,,,,"Комедия","Мультфильм",,,"6"
"93f59fa8-cf46-46eb-9a57-5fa4de4c689c","1","drug-tymanchi","Друг Тыманчи",,"1970",,,,,"Семейный",,,,"0"
"93fe28db-49e7-4785-81c8-b442938c7f3f","1","futbolnye-gladiatory","Футбольные гладиаторы","Awaydays","2009",,,,,"Драма","Криминал",,,"18"
"940b22e1-3e49-4b80-a153-6d63b6779da3","1","podarok-na-imeniny","Подарок на именины","Gift for birthday","1991",,,,,,"Драма",,"1","16"
"94198972-0b53-4d61-b288-1060e2d029ab","1","priputni","Припутни",,"2016",,,,,"Драма","Комедия",,,"16"
"941d86fc-f83f-4060-bd4a-b96c3ae73613","1","vsudu-est-nebo","Всюду есть небо","Everywhere is the sky","1966",,,,,"Драма",,,"1","16"
"943da7b9-8d15-4882-88e4-0bb300e0544d","1","aristokraty","Аристократы","Les Aristos","2006",,,,,"Комедия",,,"2","18"
"944cc69c-1be7-415a-8943-2432ed5a52f4","1","pomogite-vspomnit","Помогите вспомнить","The Blackout","2013",,,,,"Комедия",,,"2","18"
"9459f9a3-954e-4f2d-b0d8-79de28223bc0","1","gritsevi-pisanki","Грицеві писанки","Grytsko’s Easter eggs","1995",,,,,,"Детям","Мультфильм","1","6"
"9464caf2-a4db-4f4c-b91d-6f8e0be5e261","1","eva","Ева","Eva","2018",,,,,,"Триллер",,"2","18"
"946904e2-8f39-4d55-9fae-0b7d2b6881ec","1","rusalka-104cc04e-f8d9-423c-9ef8-f1f38e35f773","Русалка","Mermaid","2007",,,,,,"Драма",,"1","16"
"946af49f-451d-46d4-9234-5a6e1a5b1657","1","poslednii-lepestok-51fbeea6-26cc-4f46-85ac-27fd111bbf80","Последний лепесток",,"2016",,,,,"Мелодрама",,,,"12"
"9475067f-94a0-4ee2-9033-b2617cf7bb3d","1","v-poiskah-sokrovisch-tamplierov-2","В поисках сокровищ тамплиеров 2","Tempelriddernes skat II","2007",,,,,"Семейный","Приключения",,,"6"
"94792574-38ff-46d5-8ea5-33433183e583","1","vseh-poimal-0707906f-a122-4fd5-96f8-98897d0e851c","Всех поймал",,"1989",,,,,,,"Мультфильм","1","6"
"947a46be-497c-4daf-b5d8-701b83d62611","1","dva-mgnoveniya-lubvi","Два мгновения любви","Two moments of love","2013",,,,,"Мелодрама",,,,"12"
"948f3378-0636-48b7-92e9-b18d10d019ba","1","nindzya-2-uhd","Ниндзя 2 UHD","Ninja: Shadow of a Tear UHD","2013",,,,,"Боевик",,"Триллер","2","16"
"94a3d15e-c197-4b5c-b5d6-554976c1c914","1","mechtat-ne-vredno","Мечтать не вредно","To Dream Harmlessly","2012",,,,,"Мелодрама",,,,"12"
"94b0f038-f0c9-4a4d-a5bf-6e0c7d9ab6bc","1","kak-vitka-chesnok-vez-lehu-shtyrya-v-dom-invalidov-uhd","Как Витька Чеснок вез Леху Штыря в дом инвалидов UHD","The Story of Vitka Chesnok Who Was Bringing Shtyr to the Nursing Home UHD","2017",,,,,"Драма","Криминал",,,"16"
"94b316ce-7db5-4926-87d9-8e891f73987e","1","akmal-drakon-i-printsessa","Акмаль, дракон и принцесса",,"1981",,,,,,"Фантастика",,,"0"
"94d0b87b-f4cc-43c7-9f2e-5b6085492c2e","1","myasnik","Мясник","The Butcher","2009",,,,,"Боевик","Триллер",,,"16"
"94d14148-94bf-4c24-a777-0a3cd11a6389","1","chas-pik","Час пик","Rush Hour","2006",,,,,"Драма",,,"1","16"
"94d9a79a-82d8-4c2e-bdaa-792a4091c443","1","ballada-o-soldate","Баллада о солдате","Ballad about a Soldier","1959",,,,,"Драма","Военные","Мелодрама",,"12"
"94e72d48-59d6-4ebc-be02-5d3f8973199f","1","v-mire-basen-6141c39b-aedd-413e-8495-14aff882a370","В мире басен","Ve světě bajek","1973",,,,,,,"Мультфильм","1","12"
"94e8c151-f038-4bb0-905a-4d15718b0b87","1","idealnaya-zhena","Идеальная жена",,"2007",,,,,"Комедия",,,"1","16"
"94f0720e-80ec-4dbb-97c1-02dbca6e58bc","1","bolshaya-igra-48b84d82-a59e-4e43-b873-d12b5582d031","Большая игра","Molly's Game","2018",,,,,"Драма",,"Криминал","2","18"
"95061724-1bd9-4926-b950-80715c6be738","1","delo-hrabryh","Дело храбрых","Only the Brave","2017",,,,,"Драма",,,"2","16"
"951681ac-6871-4ba8-94e4-440ea0136e46","1","otkroite-ded-moroz","Откройте, Дед Мороз!","Open the Door, It's Santa Claus!","2007",,,,,"Комедия","Мелодрама",,,"12"
